SALESORDERREASONKEY,SALESORDERID,SALESORDERHEADERKEY,REASONNAME,REASONTYPE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
3289,46275,3144,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e07e59e2cd83af2a4c478b1d4d82d4ec4c09ce1d9dd1d514419a363aef71ff55
3290,46275,3144,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,4773092b9e42375bac45e70dd2ae0ec2d11a492d9b718d22f3a8790199208054
3291,46276,3145,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,2a53a855b78c7a683c2204f08506149fb6fdc53922ac8e192a30fd09c7926979
3292,46276,3145,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,2cc76450b40bbd557648fa17eb262b94386811704e4b7df8db01269b4fed6e2e
3293,46272,3147,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,802c7987efea661fe9960cf51ed0d13af0132cf8f757b83e41df346ad92c2068
3294,46272,3147,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,50d8bc2f5c1dac2628e36d981cc3f10a12cc98c7906983ae0a68f6f78af21e37
3295,46271,3149,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,192f0ebaaa577197dcfa439f6b9d1050e47a2b77e869e0228b850302fd313ae6
3296,46271,3149,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d83ad7b4702d2a128251e4cd483b1727a2d02084391501b8e3803aa4379318a2
3297,46270,3150,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,91f72d09d872fb3b1b60a125104f12cad808ffe42b5d2cabec49d919d9cc049f
3298,46270,3150,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,a8f0184e63c1a391ca494db09cdf50e130603e120e0bd265aec3382cf059d700
3299,46279,3153,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,850fcf169638eaa77e8af810e2152aca32d21a7f787f689d6fa38f4de18dc2ec
3300,46279,3153,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1cf1d575b03a6eccd00af7db79c9fd2ae3dc82ca1e7a4d047505b402fdff8def
3301,46280,3154,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,79c5c73fd2432b378671047b193ffd5241a4d8c2350856bdfc903f7d13689539
3302,46280,3154,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7ecc9bc9ebe178ecdf0fb6ce75b6f1693df1bd1932a7e0f892b82d03b50980c6
3303,46293,3161,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,5f7110c3e06769f5372cdd9ee1032f0da3cb8ce7fccc060039f5013b5617e4e2
3304,46293,3161,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,502bcb5faca2f656320acc1769a9352b99b0e5e40f05e38181077a76e80513a5
3305,46292,3162,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,161964613981b5f588e9e969ccee77b4273496462ea95edb8aa5e22fa3cd2824
3306,46292,3162,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,688c657b671dc738a6d7c144982bde8747916cebbef06dc9a688d9c34a11c33b
3307,46291,3163,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9085c251d23663f755ca5df58aa885951fe689b8f4493a292163c363a6d86a1a
3308,46291,3163,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,28f7fb984d76ee1cd58531cdd69cd235978a1160431af44d155cc9c596bd22e2
3309,46289,3164,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,18e06dd1121ef97a301ed502c0e9b4af67075a3e869d0a5894f61a498e32deb7
3310,46289,3164,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,4de24428bb8836eb51cf44af7cd90864c106fa47b157fb69b3ed0a56053b611e
3311,46288,3165,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,a48a68932de2e65c92b390879592cd3cbca0fa258e11cb457e2e36ef96429216
3312,46288,3165,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,4346897622f02172575d35750a0a4a6f712afa390349e3c6dce25ce8dd424151
3313,46287,3166,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,00f1e69138d6b354fddacfaf141e4e898cc6573b256f6b728537dd2177cd7c0f
3314,46287,3166,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f8ab75f7b216c688decdb46a3c5a93674d5ff27f414700aac9c09a463ce7a2b9
3315,46299,3169,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3a427b969749ed51a0fe09a042705a7455e6f5b56f6f32597e77f9bfc9a1ed6b
3316,46299,3169,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1b0380e709c4f5177e0c42695299a96151148dea7a48b42e6d9ebeb7a63ed55b
3317,46300,3170,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,88f57bba3a8dc064faef4cb634700099fea7cb3770bf11b7a2b33d691e677137
3318,46300,3170,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,26e9b80ebd35e6425bcbcb2eb6f6f89b921223b49c754e49f96eb9c0bdd0025d
3319,46298,3171,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,a8d5d5edaf113824c876c2de9f5d6b81d26db50fc3ac65f704ede9867962c590
3320,46298,3171,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,6290c7d365955de20f91394d391ef86bb049f00b16084e9eba41028e0be9e996
3321,46297,3172,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,fc6793e2074c3c6d5ffdde0aa2dda35a2528d08eab16f15711bfc0a9eeefe2fd
3322,46297,3172,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,c6d8935aa8e13ae794188f27da4656da5efa79ca0eb22854eae45dc0b4ca6ea3
3323,46296,3173,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9ee1c738473bcc27d8ebc1da97fe6caf04466dfae4649120155b1596eac295cd
3324,46296,3173,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,3bbbbef2625245d9f631305d2ebfc9aa235e5f32ebd640e8e71e67e242a6c161
3325,46301,3175,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,af6c012fc33755a2a617560ae37dd68087aa2423ec9f1996740ab0434d5af9dd
3326,46301,3175,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,47ee3a48526a86b44d4dc72ad0f51293b0f4d6dea5696cfe3027cb39de610f34
3327,46302,3176,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,76f1aeee781781863c2d8a462512fb5778403a9f377349a4775efe2dd7c032b4
3328,46302,3176,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,9ab6a00b09e2b0b60a4df29b75ed1f13d3b0f613faa85743348e0b429e209806
3329,46305,3179,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,413947dd367fe9a6ef787e1fb5058a9d7bb2e94fae9d535e79c17d1292cbe1ff
3330,46305,3179,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,fdb1ef7b544208b041a09c075d37bebb4af7a628dd70922df33a595fbc0f5e58
3331,46307,3180,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,bb18d75c7a2685c2995f0c3e20a9dfb02c389b8d75192d59b8e4468ace185231
3332,46307,3180,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,eb1ea0a7306e98185edf6de97aa652953c995eff8ece6757bd724e1d71a620b4
3333,46308,3183,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,99fae5cd5e1b13ec07ddea52fbf1b49cdef09f96d64821c0c569f57a01094f70
3334,46308,3183,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,a803c6780d5bfb66ae33538bca7a5b5ee48e73df0b073e0bcab153459eabd43e
3335,46306,3184,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,20ba7b2866d2685bf7ea9ee355704c15546bb3eb84d2783923aa3db048dcab79
3336,46306,3184,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,148e0d104246c2287ba8bd3c6b7ad8e709977340bf8de2496ea8d2879d48e8ef
3337,46311,3185,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,efeaceffeca02818ecf539579bf92e62727f14bd30685ce80cb12e65e5349a39
3338,46311,3185,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,2ac901705d88497f8e36144b2ebc4d40d9513e17c7607a0e380a7bd3933823d3
3339,46312,3186,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3cf90c77628e3330d3566b19a9e59126cc6bdf6e0ba3093b12b0414916aa3e5a
3340,46312,3186,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,ba76173e1234d50d6ea2a7b5008727f2c7a584daa2c4bf8cc9f012110de8e908
3341,46313,3187,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,052744d66008c6ce4348a53ac8966f57e912738fdecc30b5ade78a7a9da96a30
3342,46313,3187,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,b95778b37f72657738668bc4498d1254988a392020f1e77505dafe85479464e7
3343,46314,3188,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e6c96ff432f90b9b9bb17d3895ec8cd53cabf16dbfa9d55c69b0224b1fa191ce
3344,46314,3188,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,20ca465695866c4db7e7356ac34f50e94e4b5afc9537a2b3f44a61441c9aab7b
3345,46315,3189,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,500bf0922e9df1433a40621a15e48868fd9d2d34bbb2c1ea320dd4f257e9ae07
3346,46315,3189,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,81b95958d4e58ffea08e5fc029517ee5e96a970a20ee3618e6ea13b2b47e0596
3347,46318,3192,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,7c2f9cc6a11d9ff7429ff0ccdf8b36c4b7537abe9aa8f21f13bf0086eceaedaa
3348,46318,3192,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1679af3bfffe52ddcdc0f905e4a049ca82ad3857b0b6fa06d8a6c02d7730a69c
3349,46319,3193,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f08c49dbcfac3ae1a3d6bb750746ace650539bc6999e9eab1628e4ea3e7bc6fb
3350,46319,3193,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,dafa5a08b65efad2c2f7f591e6c4d22821d524809d8e8f33e471f6932dabeaa6
3351,46390,3218,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f9d21a587c6674ac4640fdd3be82d2fa655a77173af09eb74ec03a4ca7242b97
3352,46390,3218,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,fe21448b32f9657402744a4084cb35114cd87de30e2844f336a06577806bbe87
3353,46391,3219,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c241cc232e89a6c4a5bd8b6007e997b04f7addba4147deae1af5c8ffd65acae5
3354,46391,3219,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,b7d124aeb4d052397b6a24e9f9ae63f664289f573afe8fb99f8bc9fa7a23d177
3355,46392,3220,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3add3ed1bb61b0dc36a2b4aa44dac0fced039cda18605bc41a2e17d97f52e67c
3356,46392,3220,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,69c8b967a880175f65e7ebe186e4edee129f10efcddd5d275a9f493fab8f0b14
3357,46393,3221,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3ddafd899e366a57e0a6fa593d14e5688652fab7b3ffb05ca45802698c935df3
3358,46393,3221,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,3e967faa5293cffbb8383d970b16c9121bb01e29797cd275b8b42760e2a64db6
3359,46405,3268,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d29e56074a8861a90e7d73880eadf82ed4a063ee9a14ad67d408e7118703147f
3360,46405,3268,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,3eda5cd57168ad313c051990f332c131271e6fc4628786d411108e86e7b6650c
3361,46404,3269,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,975a83e19d77515ed17b66664d63dfdf7ed3bae5be08d120bd184e62099ac464
3362,46404,3269,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,438ae6001dc053fdcb46cad39ddcf2a91858da4f8ec59569e4ba8e11e4f7ee22
3363,46403,3270,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,0a43a9b528e8506770140ef0c81e61661f22c849c76dc220dd346bc650902ac2
3364,46403,3270,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,bdfcbd23b54261aa9f7ba436ecbb9fe5ded00fce30163240b5cfca08df7cb909
3365,46402,3271,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,20ca20bb23e2095b0d83581238a957f11167d6131c0cafcf64908da41f9203bf
3366,46402,3271,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1424a6d6ec34519510e6b09889eca387519c2596509f12f3b811155858dcc529
3367,46401,3273,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,5f2cef1012ecd529664ba55d3e593de686c46c2e41f9f84f118135dd48a10d80
3368,46401,3273,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,bea961e60e0a5f87841a98b502f9e6c15ef560623987065078ff2918c288efa9
3369,46400,3274,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,82b12b880a55b0a6cdfdedcd3117c6319b7df5e74e90ce449e5bb9f36d7ed1a4
3370,46400,3274,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8cb32e6edbd3d2b6f6323d222061e84fd6f8595ae1cac988bcb59613f93054b5
3371,46399,3275,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,337320eec3a88b46f69a4fc9004e2d412a4bc4bf4f718fd6e537e41d0db40eef
3372,46399,3275,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,90cf48d66b9402db2481fe78e49543e42a0455bc0894001c546bb16c2af69453
3373,46398,3276,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,7ae86094e2810afceedf99dec3d64af3530de11e8fba99c1e9fd4efbb1c882f3
3374,46398,3276,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d4e1fa0c4c6f723887b78a5b324d721a5505f94854ba1e7e60cc73ea60b3a740
3375,46396,3277,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,27f3d926c285d0aa3421372b7213f93a13b2dd613a75d8df38ca1bf373f90110
3376,46396,3277,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,0b4e053106da84e28f9ead49fd664fa2113435f57d1a66ab1c953c99785c5e9a
3377,46394,3279,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f50a9a3f2a3a2b2b9c407f219c9065e69fb319374da01c06171d83f980e059ba
3378,46394,3279,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,e46f7294397da820c8da73fb9736213b5763cf26779d1d0a9e7e0a28cc487e80
3379,46406,3280,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3f7458164c076f62b52898929a78ffe3011b508195e675b0162ece7971cab436
3380,46406,3280,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,14729ce6aa54534e826da13af4bbff2279d15bbf2e6b697ea497d68c1cff50e2
3381,46415,3284,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c7ad7776817a5663f0c67ec0df29b6a6384b23fc6a0be74a0c101e9210431915
3382,46415,3284,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,35172c9038ab5cbbabc3cbcc48ea342887153bc32e723c13d1e8da4da92b6f9d
3383,46411,3287,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,bd63b94f7c6ac6bb9cbf25d206475a6afcff116ce3a8b3525b94b9b1c8446940
3384,46411,3287,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,323b16dd99449c0204896cf8e62abf2b8205b510a8c4ba4579d68c40b27cdaaa
3385,46412,3288,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,59359ca7cd3c63228c526fa9669e75bccb70e6ed7654ebe61d52cd8035dcb97d
3386,46412,3288,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,71093b799d434519e985b94b6f6bc9c0bc242307400a9201a5e76c79c17bde90
3387,46409,3289,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,b2c33c59e103889ebbdcaec44ff244d5c1a5d94010860267c86423b4b849a25e
3388,46409,3289,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f629713bcba474a072a41e4195416f2cb7c64a0e58890d918ff0fd3cb36ead23
3389,46416,3290,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e7c645d817d9734656cac99034f0c9e7cfc0734e15688f54947c004de8521e3b
3390,46416,3290,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8d882d2febbd2fb26ae7f8d0424a48f4b5031ee8d4c7eabb6f86243ab2b8f071
3391,46417,3291,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,20ec6188c751873fd703a0681db2e7f9948324ec35da1b7318b5dd2bae0fdedb
3392,46417,3291,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f7bcf1d88aba357b064a93289098c307bc4227616c35beb7d1d42565b641b10a
3393,46418,3292,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,98728c4c7f215c233ce077f028e020270ad34d4324774000585313ee29688871
3394,46418,3292,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7aed90e612e6a44e275c97af354f00a93d7ddd73525df4f95b1975afc5be3d8c
3395,46420,3294,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9436b4d89eef746aa21287d03c78b86ac22bed2aad571d16a45e9a0ca958ee55
3396,46420,3294,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,cf2770d93bdd100cdb5f85c8532a18f64d3552875b699889a6b380a798799719
3397,46422,3296,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9a2b48ac9a3e713f571ab17841bb64157ac6774dfe4cd061ee1031ce345a265d
3398,46422,3296,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,0d3c832b471ceae3945b0685f8c8ff59fbd0014985149e6c6251dabdb278b6ef
3399,46428,3297,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,693a1710a24e13f65b3f2fa46ce19bec9f2b4b0030d51e3f01633704f62bade3
3400,46428,3297,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8a866634f42b8a805429e3933481ec4ebfbb01ee7d4d46ef1938614a56399213
3401,46425,3300,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,4c070baacf8e49ed954608433037970e7cd2065e7afc6f06654aa1a0ba63a062
3402,46425,3300,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,edd093aa3aaf8eccb98850dc89aa81044a19e4183d73ea4c9395961bc4ab1645
3403,46424,3301,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d38a67d6218a230551ff5ba747a6c1c62da53d73edc38ef75f012542690d7c3b
3404,46424,3301,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8510cc6543e7efc47acf74837f03bc14b45fe088436778adc445460b5d292312
3405,46423,3302,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e95bdf10641a30035802baa8a17f0f88e5ba032410cd53a8c7f3049ef7fee12b
3406,46423,3302,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d92b82e595e6a26dff1019910bdd4dabf13ee733bed89528de6f902536717e95
3407,46430,3303,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d5301a3baed0738f72259fe6a94491c13d18f6ddce1c5963fc69ce2d18444844
3408,46430,3303,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,33084a0550a40baa5d9a5d5ca51a7b93fca840d927dd70493507428da40225e0
3409,46434,3306,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,88b10d8e8ded3e8c333f842f14ef58419b8934b82bdad063baa30dbd18087aac
3410,46434,3306,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,4ef51f5cf207114bf639cb8167325015a68f374a479f5b50c64896bd9756e514
3411,46433,3307,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9c5f0a6be6e69fd89b62ba83685b23fa3315d50faf6e37e447cea931e5d4e95b
3412,46433,3307,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,ff14463b020124f418313599ed937da1b3afa8f4cac7a425f287d249fbe19aa8
3413,46431,3309,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,4ec79408cb30f94d6f7a1c1ea282a8e1eb684eaab5008216ffc2c73cc70aeba1
3414,46431,3309,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,4aa136b1879f16779ea2a3122036a9cf5d48575b8188427de6a6f182ab530dec
3415,46437,3311,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,be2f895b28f54bf196711c022cccf1fafcf0bb669f1e4e857215f9f2c8f5986a
3416,46437,3311,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,faccd7d6b035c4072b8afd355e3637ab5116077ddedbeb0e0834d426fd3aeac7
3417,46438,3312,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,8d4b5767c033161f4c3d12f0465c194607ae04e54c34796c7d750662df806743
3418,46438,3312,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,972933fd53f839f37b37fcced4f426c9a36b0307681f68192ffdd24e3b6307dd
3419,46439,3313,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,586aac136818a3f29e14268a4c8d2de50c76c7cd76cf52c12ad0a04a2797fda5
3420,46439,3313,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,281fadaf204196a3ed181366c923ae090d7580ae3debe5c685b95897420431af
3421,46440,3314,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,98f2c82862f62a0754aecb7099cd075ee7cc6b36490435fe5f5ae28c9ed55cf7
3422,46440,3314,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,84c38030f6d85be4a6b716b1c7bba167dba70e35cd2c37143b2fe5f210ce23cf
3423,46441,3315,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,938b21a9afdfc50c42f0d371aebc134a953b03ab1acbbf789c7e72c0c166d7c4
3424,46441,3315,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,955ee8fb385cadce33473c71665075d86a78b86b07791f569336bf5cda5ce58d
3425,46442,3316,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,1323e7dd4ff9c3b4cae33391e5250718a0cc7217d0d4aaf3810937a01d8800b2
3426,46442,3316,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,c9ac576a9d648d58599f14cdcced4bc83c55a06ab1c91704e29a1c57e373b8b8
3427,46443,3317,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c04a80ecf965ce43e6864a32f7cf540e2c417b49498b7b1e5d2a5d3db35d4596
3428,46443,3317,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,032c5b458769fca5d40dae988292d63a51b6f84eacd315dd38258a2b39fa94c3
3429,46445,3320,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c12e00317edc053bea64239926671d4755bd9ef365744391aa18989e81ca91d8
3430,46445,3320,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,ecfe63ceb8ea7b35608b39b9ee5e42c26b5e9e5ea11ce2d37db79dfe5020ef27
3431,46446,3321,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,6a66938a7319424d5f3b2be84ce3cb665ca7471be3610665a382318d9288ff15
3432,46446,3321,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7c62859f76510b7f2d59f3c3c7ddfbd6934ec612f9dbbc2676f3d9c00c892cfd
3433,46447,3322,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,a58fdc34efcc1d4e15b611631e36c8644d02ed8c50b7900f4904cb703574a5df
3434,46447,3322,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8868497f12a0567c0e28004a5d1fb31ff3f9476b3a0c8bc082af9e50e8c6b802
3435,46450,3325,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e791e662ce0a4dc13949f1e279c9003e4a6143a50b7ee1bd188bebc4b3283ead
3436,46450,3325,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1de9c69a24485ce1d3d785bcf71d93b09519e8f479a3ac4567a5ade10daa4ddb
3437,46451,3326,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,76fa21cb73a9a2b34d85e50ccb0ee6b40ae0793a8e99d36e0b0dedb8b873fdc9
3438,46451,3326,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,b357031e6ef844c4d8a14437ddfffc38d7f3cc00ef3f9fcd57b82695ef07ea3f
3439,46453,3327,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,2a1a573d0bd2dc5420f50596561620a1e252db549043a8436e6124ff9306227a
3440,46453,3327,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,b322372d0f391b721d40cd624a6cd153f3c82c5651942f83dba90def4ef05eb0
3441,46454,3328,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,92e8533c0b1b58cf115a3fe95f9aaa2c135ddf8e794a264b5da51957ed93aea8
3442,46454,3328,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1ae6616ecd5bd6f2a9d9da79958dda070eb91a380c4a2717b5c153f608b81ce7
3443,46455,3329,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ec0cb37ec55e6797d38e5472c6e34dd9059ec2032c4ca4de220b86e8819fb224
3444,46455,3329,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,cfba8bb18f8bbf3ad29342fd7be35cc652cc3724fb0218d6777318fbd040fde3
3445,46458,3332,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,7928e7350a21807598eede8794cf1316e46afb575a7a1f3e84b10380ec0020fe
3446,46458,3332,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,0f8fa0154daf1755574f6d749b42abcf5bcd729f112424756f5a40adc0b1b87e
3447,46459,3333,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,b92c9a29ef6183659e7715093228b8f6dd67b171ebe22fc8e55736292bd40df7
3448,46459,3333,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,bb7d61bf413abf7a5215bc51369a639f43ff3273d0df20cffd176de2e4035a0e
3449,46460,3334,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,aa92cb1edaf6f3e28e519851576923ecafda060f4e8c218d6e4f43cab53b4ad2
3450,46460,3334,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7bb2a21b033cfd9687d2619d203d49e8cc731dcdb387d9b2c9b42f3ae71904b2
3451,46461,3335,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,cd31bbe18481aa384b69fba8e00b706c3b24bbe03502590d88a496cda2612c8f
3452,46461,3335,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,c307f8a077cc5e49444ae95cf3c33dbd00f4806b6429456343578a013f67c8dc
3453,46465,3337,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ebcb721673de403101419ac1308076066b1200d9a6f729dc153ab1d9fa2894f2
