PRODUCTCOSTHISTORYKEY,PRODUCTID,PRODUCTKEY,HISTORYSTARTDATE,HISTORYENDDATE,STANDARDCOST,HISTORYMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
136,997,353,2013-05-30,,343.65,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f494a3c8e9eb0a2d13b1165153a7bbf0b00ef37fbeec2ed98d54bf2e4c734fb0
137,998,354,2013-05-30,,343.65,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,11dd1a5edf086a11fd312b2c03192be172c0ea240049a71ad8866a08d1f325b3
138,999,355,2013-05-30,,343.65,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6ec7d6de5610d3e4f942966bd373b4c9a5ccd6d92adf545787d93b8598d3c0bf
139,840,357,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,af3ae7803bc536cfb9854372a27809ee17f0d168e5a03fc150f306de6d26ab7b
140,840,357,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d988ac0ff7924ef061d2250e0417b2775e88ed42a74fbf8e9c5825f4324d568e
141,839,358,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,702e209f2f8d2988f621987618f638a4bb7574d6904542e4391f73df24970d2e
142,839,358,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,740e12fac889cf3beb29b1a19423e51d6c21ebccca22f7f725caca5ccef61ad8
143,838,359,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b93658b8ba4c07778ddb0d63b06942b4d633030bcc8510695aea6aee2a7857ec
144,838,359,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,151b71516d7e0ef2af793ec851693283c168378dd0c6c8833d1065421cfb87c0
145,837,360,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,92491650f844ce5a4ef2e952c41b28b63d3e82f85698d2487a50cd127937a4af
146,837,360,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f86ffa7df56152f23e5ccd909d31e2b479d1a9e34a5b5da6665ffb876aa8e4d7
147,721,361,2011-05-31,2012-05-29,747.97,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,be1fba7ad9474164744a74c8d0f5947dab7a526ec4eb9311847c11ad535f7556
148,721,361,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3294886ea5b7f47f264bfd12a45bb4d0f215bf88751ee47a86437157902996e9
149,721,361,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a4a7925460d79f7b1e4779b0d8b7670072221237d4c43548d5939965b68bdfe7
150,717,363,2011-05-31,2012-05-29,747.97,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6c9341ab4f2a036bfadcd3faf04bb7bc8d4c43fbaab8e08d3b15b060ae2dea60
151,717,363,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1971917990ccdb53a604a79dd486546c4d560db990911162313ce7739632b144
152,717,363,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4886a3e6cf40ed71629b322d85480ff492831d723f9267b2f3c9798517d5eb2a
153,718,364,2011-05-31,2012-05-29,747.97,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,627cfba3ecbd32c45e7f8dfdaa9859eff392ae67d7fbb33bc4747a828b57ba5e
154,718,364,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3c04493496cf5a1e646d0bdb17225203fa59e67e7cc4bc1d62a5419069bca4e6
155,718,364,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,deb6a3854a1ca07a0f35777e6cd453249bed54da9ccab6f8927d1d3da0c33dd2
156,719,365,2011-05-31,2012-05-29,747.97,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3c0e73df7952f8652f14a803dc4bc24725c1518f584d2cdcbdcf34edad2415e1
157,719,365,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a2de9027606700510a9184334499dbeb4f83df351de4c3a27147349747435354
158,719,365,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,322539af3f9c8755c7f60133aefe50325f76bb41ec831b2c0f3be9e1dce7daef
159,720,366,2011-05-31,2012-05-29,747.97,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2b51b1a705cb63f9658c278ba48ce9405a650473b866406b121c87431907982b
160,720,366,2012-05-30,2013-05-29,722.26,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d6401f2fb780d4d75527feeef4838096f21320a7de5a127e7cfa5064d1c65a4f
161,720,366,2013-05-30,,868.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,142f1ae06bedc5ae97ae0d1420964783797e5dda7914c819a8dab7bffbb9009d
162,734,367,2011-05-31,2012-05-29,352.14,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,96679f6b80d193f8f45f546217e551c2628ab8de48c35d4a9c78f0b5870880d0
163,836,368,2012-05-30,2013-05-29,300.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,34fad2aa2c29b9c82cb43a18b5f54ab679fd31aecd8d16d92c02bb65b9f0c65b
164,836,368,2013-05-30,,360.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,20fc064613b4a823949850ae11c56ba79b5548be89cd2aef34db4a6751bcb217
165,835,369,2012-05-30,2013-05-29,300.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7b9ebfce13a117895af84c704fce0a1c489998ab5a6aac7e35fd2d4b0294f9bd
166,835,369,2013-05-30,,360.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f7dbc75d51e0065fcb47ed284c92b2c33bcfa096db3a636b33337ab08c08090d
167,834,370,2012-05-30,2013-05-29,300.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,317a0936bb6be5e326d4ea962b2c7c266d68922cbf441b0abce2435eb17416b5
168,834,370,2013-05-30,,360.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,574771b31eb7011e0dec742d4fe80d0d3554337a500e6ffc045bdae7de3edb7e
169,833,371,2012-05-30,2013-05-29,300.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e3a5b5cee5a00bf45fc0a080d8d9f4909257a05f2d0666839855b8169fb98cb6
170,833,371,2013-05-30,,360.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,83dc2925065ed8d7c346a061b3a7a788948f7080192933ce50ca530fb91ee5b6
171,822,372,2012-05-30,2013-05-29,300.12,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4c716f4f0ab68793ba81e114f146c7880f8ba981dadccd76188b454839ddf054
172,822,372,2013-05-30,,360.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b5fd0945dca85912761e1a2b1590ca04b254639b809d54afdd6fc93c1fbd7818
173,735,373,2011-05-31,2012-05-29,352.14,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0b38eeb597111720e909beef7125f1417fa98a523c98a09897c300345c624dfe
174,733,374,2011-05-31,2012-05-29,352.14,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7993f00e45cdcbb83b2b00e210782d644b893799fafa1b7321523b75fc9430ff
175,732,375,2011-05-31,2012-05-29,352.14,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,98e3f176696381c2de86584946935dbad49092195c2a634a5c2a2157e242fb0f
176,731,376,2011-05-31,2012-05-29,352.14,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,db005e410fff3c163aab065a011a42760aae392b0b2399903e9bf1d3ed06b38e
177,736,377,2011-05-31,2012-05-29,176.2,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,630adc0ffc79a9b5e553a01bc13811d02cf0105e9d66e8e280a25b0bd45444ff
178,736,377,2012-05-30,2013-05-29,170.14,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,06eba34a1426042fa73b019cf62be706cbe6ae055e06e503b017953bd6f06e40
179,736,377,2013-05-30,,204.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,1ac284b48c4fe1054bfe9c70ffc0e8b3363984a206e4ab00536bb751c2bb90bf
180,737,378,2011-05-31,2012-05-29,176.2,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4355b4f8ddc3bd1a7d040ab5dcb3a9d17683cbeb9a40386477cc15ef8dc1b0b6
181,737,378,2012-05-30,2013-05-29,170.14,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,aa9b7287424b3c8be63f8042f90979d9da1a1b8699fc0d8a6875733549f2bb06
182,737,378,2013-05-30,,204.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,169cc8d0ce925eeb51ebf44ab9b4eee9365e1b7dcc3ec97059bda3d3e65e0d7f
183,738,379,2011-05-31,2012-05-29,176.2,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,396a57cb1a10c9060906f8d7892cd1c73ea22df474b62b29dd2415f501a3549d
184,738,379,2012-05-30,2013-05-29,170.14,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fe15c8ca64aa8cf1b258da6109ab7b7d80341013f4471760ac1774d8b4e395e0
185,738,379,2013-05-30,,204.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6eadd62ebe04cfe1822a424b10f8893fced1b7acd1620e6e239ee10e77f734de
186,730,380,2011-05-31,2012-05-29,181.49,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2c37cea97ebc8f88feaa78235fd91c0e5814b69ee0b2ac1d67606e1d1bd380a9
187,730,380,2012-05-30,2013-05-29,187.16,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,94777c8ebd92f18c9a8394fa424483e02f606b68aca4e99a6be903a55fab9c95
188,729,381,2011-05-31,2012-05-29,181.49,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,de1f9a2c8251d66a9888990a3829c7150d92cc9bcb21637d3c28b2a154732574
189,729,381,2012-05-30,2013-05-29,187.16,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,929f9f053df32c4772f6f2a8cf9589b7d58a66f37d3e9e7e9a311cdecc62fa73
190,728,382,2011-05-31,2012-05-29,181.49,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,62ac83490568840517f834b0ebcd9f2c7aa2f1eed37d213ce1d5fc3af4ba79d3
191,728,382,2012-05-30,2013-05-29,187.16,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,46bfe8e04757408cbace373f9204b2c4a91d2cd2e0845db75ea41c956c9cdde9
192,727,383,2011-05-31,2012-05-29,181.49,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a75ab6512e5138773f38b6590f7233e36ec91b09b15ae43156b8ddada90ffac5
193,727,383,2012-05-30,2013-05-29,187.16,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3ee536361ffceb357b54ea2c2d69cf46f910a2ee3b850229bd451d14dc964dd4
194,726,384,2011-05-31,2012-05-29,181.49,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,8c6008bcc75b3245d86264f2acde29c8ee35ad73b50ea6894eafb96b7978b491
195,726,384,2012-05-30,2013-05-29,187.16,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bffe65d3ad0c807fa355e98eccc67e023a616c6d4b7069daf2101e4bd053e2a1
196,725,385,2011-05-31,2012-05-29,181.49,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cac9d302cd25f9b296e30222e3b90bb7eb63eb6e091cffa69725e1c8f5a60e8a
197,725,385,2012-05-30,2013-05-29,187.16,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9b438cdbcef9be25e635fd9cf26308123eca52034854382d86612f186d39ea73
198,724,386,2011-05-31,2012-05-29,176.2,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,454ad9f8911e088888d58b607de305a47ea44ff449271c74e441db718deb2e0c
199,724,386,2012-05-30,2013-05-29,170.14,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0d5dc27f6d685a87ae2ab882ab0d7f72001ca2cc563a57d8fc4b0bb0fd52757a
200,724,386,2013-05-30,,204.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,19a5c0a1f26837bac292d241fcb22420be60969c19aec8f717705fa7e4774181
201,723,387,2011-05-31,2012-05-29,176.2,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c941d700a34b4016d5fa912313f82100d3fee1918268601c0cbba446280d8351
202,723,387,2012-05-30,2013-05-29,170.14,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,08387e60beeac3cfa15716a39023a46d0e898455aa64fdf9791d2d398e99ca45
203,723,387,2013-05-30,,204.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,19b41ceb489aefe845839109ecbb42f8d75f5e446fd5180f44877c91159076bb
204,722,388,2011-05-31,2012-05-29,176.2,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3ec8c2b8552cb325188d74515f52df5221f0f2cdd79dbbed8ddf884fb9c714cc
205,722,388,2012-05-30,2013-05-29,170.14,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ab33e204c2bb4221d876283069ff1275d376343cb7d17ab3e5fd6face8d0f796
206,722,388,2013-05-30,,204.63,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,74bcbcd94b26f02b669f615c6bdc2ccaae04ec313080a91dd12568844b8c5775
207,881,389,2013-05-30,,41.57,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,df3866d7edbc6180ae9400c9c6d79b0b0fe1bcd1da2bbcc28c99e4473b6e8b07
208,882,390,2013-05-30,,41.57,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,83cb1e87fef5d4270b3d93f117b4328d7559c2cc0ca1003127350bec5a418ff5
209,883,391,2013-05-30,,41.57,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d5e9c30967e9bea7323ef91c53809d2240b2cc47a768221367947a191f73de0c
210,884,392,2013-05-30,,41.57,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,886fdc5e45ebc6c0394ae9f8b53faf88beb034d3b2a3cc69538bf88e5f10370d
211,713,393,2011-05-31,2012-05-29,31.72,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e0832eda7c119ac5ec389356a8cddd569e681dc9813dab54e241c9590df8f0b0
212,713,393,2012-05-30,2013-05-29,29.08,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,67dc46d73fad0f88494935d417d060c8bf0707f94ef6a7851ceec7da39daeba7
213,713,393,2013-05-30,,38.49,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,18677991226744a62f20a4dde6449357dc05f7b4539dc9ffdd9a8c54ba696b66
214,714,394,2011-05-31,2012-05-29,31.72,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,952d63fffb5b91163f07194ccdfade753dc704e0b103f50f27b7bb625a2a200f
215,714,394,2012-05-30,2013-05-29,29.08,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d733ae882d3502d220ee7c497284be1f7cc634ea8810c7e3e95b5692067aaf6f
216,714,394,2013-05-30,,38.49,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4d239c9182dfc68d38368c09bec598eaefa38e15256c986ce850d03b654a3f25
217,715,395,2011-05-31,2012-05-29,31.72,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b8e1270f1e575e0f991077c11c10f696a7c0700fbb035784d6d9a888a9f4e269
218,715,395,2012-05-30,2013-05-29,29.08,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,bf6c0e25ebfed82893fbe368fe2367ee5abbb18866c1152bda3f8b3ae10908e8
219,715,395,2013-05-30,,38.49,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,6ce6cde3234b204472ebe9cfcae1b5a653d5337b983168e4f49cc8cc948b0c41
220,716,396,2011-05-31,2012-05-29,31.72,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e71487697f5a6c3fe55ae3071b6556d7d5aa852445b7e21b161a1564638bb5c3
221,716,396,2012-05-30,2013-05-29,29.08,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,753ebf9225879d07155751f11b7ce9686179a297738d264a35b934ce87e5441a
222,716,396,2013-05-30,,38.49,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b480d6ca4dacfadcee2e7c55ef5926cae606e5809df153880c494cf10645af0f
223,740,397,2011-05-31,2012-05-29,706.81,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e0c0eb4bba8c9e2d82cb22e96a27d9c3e9ba4bca71c65a80766d940359e9cc5b
224,741,398,2011-05-31,2012-05-29,706.81,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c37990d287be50192ce00e71ed1a060e83db4017c775f4265374e99d5c761174
225,742,399,2011-05-31,2012-05-29,623.84,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c37c421d7ab0c5779b23afb96e4f6b14227f13f5955aa92506666726b1281044
226,742,399,2012-05-30,2013-05-29,660.91,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3ebf71baed6bfe773186f74e6c743661758b11aeace70878efdf262b28d37003
227,742,399,2013-05-30,,747.2,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,90d960b4cd26af5605e8c96f51463e303b986cae9bf3c7aab0578089ca88136d
228,748,400,2011-05-31,2012-05-29,623.84,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f53cd0eb1d313b01a8baaf5b82ef3a1170f26751bed21e9971ca6341242b5cf5
229,748,400,2012-05-30,2013-05-29,660.91,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f2414eb8f676f11c5c9cd3479508646b6a7d93d74e8f493b9e80f531a641be8c
230,748,400,2013-05-30,,747.2,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,66cff18aef9f0bc50a770ea9cb095ea9790d69a776335b66d2ba0316f1a6da1c
231,739,401,2011-05-31,2012-05-29,623.84,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4e14d6074e39f60e9b835744312d051fccf907a961ba4959b9634238412e2305
232,739,401,2012-05-30,2013-05-29,660.91,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3612186cf2df17b32ad5003a2b565158e22af9cdd084a0715d96d731bf298c4f
233,739,401,2013-05-30,,747.2,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f602ea4e0c7a78cb8b809f5f1ab3b14a41553df6de343b6354fb70ae28726ba2
234,743,402,2011-05-31,2012-05-29,617.03,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e442b7a883c1d7c468f19525a5fc423f19090415d3714f1b2e488c3f03004b5a
235,743,402,2012-05-30,2013-05-29,653.7,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,76d74bad1f98d41cd0b038de5e7e3defe54627db82c032f995791623e7763cea
236,743,402,2013-05-30,,739.04,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,db87d644f3d8e3449cffb55d6ecf796e36e07c6f1cb9e1323df6f1bd30d67943
237,744,403,2011-05-31,2012-05-29,699.09,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,ae288ca004b1b2d4bcb4011442d9a48c592159f64bbdceeedaababa7dce68b77
238,745,404,2011-05-31,2012-05-29,699.09,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,24ffa436c56084af928e3ee6e919166ba2895457beb1e96d33c9d75d6142c924
239,746,405,2011-05-31,2012-05-29,617.03,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,3f14b1f198a6bcf4571584058a3af373d8a874cfeed90df6e95898bb9887b2a8
240,746,405,2012-05-30,2013-05-29,653.7,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,d1408888f9e4465386cc40eef0e866b16bda63ac4d13dfe4a74757df938e776f
241,746,405,2013-05-30,,739.04,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,10f4c1b1c0cbb46f13dc7a2f10dbeed530a4a1e4e288f09648266f47a140dd31
242,747,406,2011-05-31,2012-05-29,617.03,2012-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2515e5a64f8e46dfdfed25ea03a4691130987d02d6325e664bf936720f4246c0
243,747,406,2012-05-30,2013-05-29,653.7,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,b8d7d5eeb11cdec0a56b439ec2605fb49b3771c9b22a49cffb376ab4cafec3f8
244,747,406,2013-05-30,,739.04,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,07fba1a7e0910f50cc975f735e683d70b5b47045440dd35da920f4f6d09c2702
245,904,407,2013-05-30,,199.38,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,cba413998c9a5d114e4c9f763c4f1d02e9f3986cbb46b3a86031a85f25e89f4c
246,942,408,2013-05-30,,199.38,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2ab9cd21008ec8256443dd0b87b0d985dfde53cb1947649e4c4f62306eb4f23e
247,906,409,2013-05-30,,199.38,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,c2999bbf432e6fa73f1d4d5e2997134e0db48991d84783f51ea6d759ff3e6666
248,905,410,2013-05-30,,199.38,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,a2ea136600f9d5786d706ff6453f5a1b7df02e8bb47a6304c6e03aab83f7ce7f
249,832,411,2012-05-30,2013-05-29,185.82,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,9135b9ba6785a85f619151dd6f403bdf30efc4ca9c830ebfeaf19fc2952beade
250,831,412,2012-05-30,2013-05-29,185.82,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4d5a4a1bcb8d18287d327a5c2791553a52ba7fe56b58f144cc33796e68f14f43
251,830,413,2012-05-30,2013-05-29,185.82,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2f2395b4e8f95688b3a29de07cb2c2a2a03cf55d571ee0667709bbbf2f96fad8
252,814,414,2012-05-30,2013-05-29,185.82,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,387000df0b289f2e40f2d0df646b052424208c1dff725770fd2d29829bf51bea
253,917,415,2013-05-30,,144.59,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,629cc917d99c8fffcacf7578d9926e20e82bfb3b579a0845e4d6cb89a802e58c
254,918,416,2013-05-30,,144.59,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,e65b8c796e7424f33a04ada704e6f4b26d77b42b4122d19891a033f7ecdc16ee
255,919,417,2013-05-30,,144.59,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4d71d7d6a86687ac61705c52bdd7279fa62abf7afd5bc016c447f8a47e29aefd
256,920,418,2013-05-30,,144.59,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,f22deb010d6fbd2958c245f9d5de831a5a925bf2cef70aa80b9c4c320bb2c7f0
301,944,419,2013-05-30,,144.59,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,fcb7d9a0d9e37d9109d704a8b73fe5a753243363e7328698c42c7d2e83b7fcb1
302,924,420,2013-05-30,,136.79,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,58b38678c35cbaeaa54826ae5e417d2e8bee5170784e0d82c0c7347342e3c4e8
303,925,421,2013-05-30,,136.79,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,7bb8a3a97f2048b9cd69ccdd00528e8d3b19920f41d7e19f81916de7277200c0
304,926,422,2013-05-30,,136.79,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,931bc402f799e3e714444ecf7f8a063258226cc590156515e7a24ea6f4313a96
305,927,423,2013-05-30,,136.79,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,345cfc105cd25f465f0f4611454a9bceb91e93ee1bfbb39dd49b0e41e9111411
306,943,424,2013-05-30,,136.79,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,223e69c072ade03214c335b270eb6534ca26dc3ac207d69ee935a843dfa610ac
307,996,425,2013-05-30,,53.94,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,240a784e82156314eb9c0ba5be413d522717df9bd6ee8b5fc48437e71c08082d
308,995,426,2013-05-30,,44.95,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,dcf22288565213582852c98d52383a346a2c7684b38775523b4185964055b78c
309,994,427,2013-05-30,,23.97,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2df25564df704a679625a6f24472d843fbb672798a1368829ce8a10748daa05d
310,861,428,2012-05-30,2013-05-29,15.67,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,4153b51a12176489203e94324aa76624eec2c21789138e7daf5ee406d64fe99a
311,862,429,2012-05-30,2013-05-29,15.67,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,0384731ed6af41e6f3b1e5688e1a8615f2314ed820bd1fb3e4ef9ef10279a317
312,863,430,2012-05-30,2013-05-29,15.67,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,30f71b6aa51e2cb7ab247f9145828e2e7c67fb66d5b1ac6223f1e72e20ec52a6
313,858,431,2012-05-30,2013-05-29,9.71,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,221058428a1d4585e05757f0eb01752770debe22cdd089a26c4a7175126a899a
314,858,431,2013-05-30,,9.16,2013-05-16 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,709289c75e04aeaf6400be084fb91d384b4d1da6f77680f159753fd45812e2db
315,859,432,2012-05-30,2013-05-29,9.71,2013-05-29 00:00:00.000,True,2006-06-23,9999-12-31 00:00:00,2357fef022a4630f7b9f54e1a55ce008d8e7e893cb04ec5a8888fa2a048dfc54
